0.000000, 0.000000
0.200092, 0.000000
0.400115, 0.000000
0.600638, 0.000000
0.800682, 0.000000
1.000812, 0.000000
1.202128, 0.000000
1.403212, 0.000000
1.603684, 0.000000
1.805108, 0.000000
2.005363, 0.000000
2.206072, 0.000000
2.406318, 0.000000
2.607711, 0.000000
2.808051, 0.000000
3.009181, 0.000000
3.210994, 0.000000
3.411056, 0.000000
3.611637, 0.000000
3.812586, 0.000000
4.013025, 0.000000
4.214478, 0.000000
4.415537, 0.000000
4.616337, 0.000000
4.816345, 0.000000
5.017691, 0.000000
5.219073, 0.000000
5.420650, 0.000000
5.622154, 0.000000
5.823263, 0.000000
6.025188, 0.000000
6.226904, 0.000000
6.427913, 0.000000
6.628073, 0.000000
6.829561, 0.000000
7.030907, 0.000000
7.232350, 0.000000
7.433986, 0.000000
7.635545, 0.000000
7.835677, 0.000000
8.037476, 0.000000
8.238949, 0.000000
8.440354, 0.000000
8.641645, 0.003955
8.840641, 0.035143
9.031548, 0.098990
9.209027, 0.194736
9.366836, 0.319273
9.500984, 0.469410
9.607356, 0.640840
9.682331, 0.827750
9.723809, 1.024326
9.731387, 1.226192
9.722651, 1.427033
9.712334, 1.628411
9.715404, 1.829712
9.750204, 2.028359
9.800102, 2.223475
9.851608, 2.418659
9.903265, 2.613169
9.939807, 2.812013
9.947304, 3.012641
9.947802, 3.212917
9.947165, 3.414005
9.946186, 3.614135
9.945138, 3.815395
9.944078, 4.017465
9.943022, 4.218596
9.941966, 4.420276
9.940911, 4.621808
9.939857, 4.823735
9.938808, 5.025059
9.937758, 5.226969
9.936713, 5.428198
9.935667, 5.630189
9.934626, 5.831394
9.933593, 6.031570
9.932556, 6.232836
9.931527, 6.432887
9.930493, 6.634185
9.929468, 6.834300
9.928439, 7.035593
9.927417, 7.235670
9.925912, 7.437020
9.907010, 7.637511
9.855532, 7.832188
9.771853, 8.015259
9.657787, 8.181364
9.516943, 8.325083
9.353315, 8.442379
9.171817, 8.529667
8.978075, 8.584254
8.778195, 8.611459
8.577973, 8.633781
8.379057, 8.654821
8.178753, 8.675728
7.979760, 8.696447
7.779563, 8.717282
7.580576, 8.737989
7.380302, 8.758829
7.181319, 8.779533
6.980475, 8.797388
6.779210, 8.801682
6.579131, 8.804869
6.377495, 8.807625
6.176281, 8.810270
5.976141, 8.812883
5.774501, 8.815513
5.573076, 8.818143
5.371638, 8.820773
5.169913, 8.823410
4.968325, 8.826046
4.766807, 8.828682
4.565103, 8.831323
4.363414, 8.833965
4.161892, 8.836607
3.960773, 8.839244
3.758641, 8.841897
3.556941, 8.844546
3.355954, 8.847187
3.155855, 8.849818
2.954548, 8.852466
2.752638, 8.855124
2.551437, 8.857774
2.349577, 8.860434
2.147952, 8.863093
1.946525, 8.865751
1.746331, 8.868394
1.544899, 8.871055
1.344680, 8.873702
1.143455, 8.876363
0.943414, 8.879011
0.741708, 8.881682
0.540584, 8.884347
0.338719, 8.887024
0.138701, 8.889677
-0.062422, 8.892347
-0.263997, 8.895024
-0.465649, 8.897704
-0.667611, 8.900390
-0.868797, 8.903067
-1.068986, 8.905733
-1.270057, 8.908411
-1.471739, 8.911100
-1.673332, 8.913789
-1.875244, 8.916483
-2.076395, 8.919169
-2.278440, 8.921869
-2.479663, 8.924559
-2.679748, 8.927204
-2.880965, 8.925205
-3.083029, 8.922263
-3.284263, 8.919133
-3.484414, 8.915963
